epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.5115,2.44735,7.27143,2.18608,0.4125,0.4466,0.33146,0.12745,1.68139,2.03368,1.73245,0.0690873,0.00162698,0.00162698
2,28.0651,1.83969,1.97807,1.75349,0.5998,0.65482,0.62695,0.29881,1.71283,1.45992,1.56808,0.0374043,0.00327735,0.00327735
3,39.3053,1.66108,1.69526,1.57543,0.60241,0.55902,0.51021,0.24198,1.58034,1.50588,1.52059,0.00570486,0.00491121,0.00491121
4,50.5628,1.62017,1.68365,1.57073,0.56564,0.57282,0.51237,0.26647,1.78547,1.63339,1.57091,0.00492575,0.00492575,0.00492575
5,62.5807,1.55425,1.47974,1.48348,0.70516,0.54369,0.61928,0.2958,1.76257,1.42679,1.59655,0.004901,0.004901,0.004901
6,73.6415,1.55518,1.43967,1.4677,0.81157,0.54361,0.63626,0.26923,1.86776,1.50633,1.75927,0.00487625,0.00487625,0.00487625
7,85.5962,1.5686,1.4767,1.45298,0.74834,0.42718,0.53038,0.23058,1.83664,1.82512,1.72582,0.0048515,0.0048515,0.0048515
8,96.5465,1.46168,1.32906,1.42591,0.71554,0.57282,0.59864,0.26459,1.7872,1.65008,1.64717,0.00482675,0.00482675,0.00482675
9,107.737,1.46579,1.22971,1.37237,0.71361,0.65049,0.62356,0.30224,1.68646,1.30427,1.54579,0.004802,0.004802,0.004802
10,119.34,1.49617,1.23577,1.42272,0.73488,0.60194,0.61256,0.30274,1.69456,1.34659,1.52242,0.00477725,0.00477725,0.00477725
11,130.386,1.38548,1.16949,1.34697,0.73816,0.65692,0.65148,0.32201,1.73959,1.35752,1.51806,0.0047525,0.0047525,0.0047525
12,142.421,1.35987,1.12298,1.30363,0.83613,0.61165,0.67921,0.30518,1.73044,1.57799,1.53412,0.00472775,0.00472775,0.00472775
13,154.254,1.43385,1.12781,1.36033,0.72436,0.66019,0.64814,0.28115,1.89219,1.42226,1.68546,0.004703,0.004703,0.004703
14,165.909,1.35609,1.00123,1.30727,0.76075,0.66019,0.68688,0.31108,1.78055,1.22157,1.57466,0.00467825,0.00467825,0.00467825
15,177.356,1.3272,1.03983,1.31239,0.80998,0.65049,0.73692,0.37483,1.62684,1.19258,1.43856,0.0046535,0.0046535,0.0046535
16,187.851,1.33638,1.02743,1.28835,0.84932,0.60196,0.71723,0.32495,1.80706,1.30605,1.62568,0.00462875,0.00462875,0.00462875
17,200.285,1.27658,0.9736,1.2445,0.7941,0.59223,0.68294,0.34503,1.68189,1.1914,1.4939,0.004604,0.004604,0.004604
18,211.403,1.29146,0.98933,1.26292,0.86087,0.60194,0.71268,0.35787,1.60876,1.20258,1.53043,0.00457925,0.00457925,0.00457925
19,222.498,1.25272,0.97133,1.25856,0.84377,0.67961,0.70833,0.36544,1.65277,1.14943,1.51594,0.0045545,0.0045545,0.0045545
20,233.71,1.21355,0.9152,1.20737,0.8317,0.67961,0.75111,0.36484,1.77019,1.18936,1.60003,0.00452975,0.00452975,0.00452975
21,245.011,1.19385,0.89252,1.21427,0.77647,0.67961,0.71097,0.35658,1.7245,1.05403,1.58761,0.004505,0.004505,0.004505
22,256.431,1.22304,0.87686,1.21817,0.73741,0.62136,0.64638,0.29697,1.8753,1.46182,1.61132,0.00448025,0.00448025,0.00448025
23,267.348,1.22679,0.93287,1.23242,0.83699,0.6699,0.74314,0.3806,1.67818,1.15852,1.49902,0.0044555,0.0044555,0.0044555
24,278.576,1.17198,0.83983,1.1912,0.8406,0.67961,0.71884,0.37378,1.73325,1.18099,1.5097,0.00443075,0.00443075,0.00443075
25,288.969,1.17043,0.84244,1.1777,0.79478,0.65049,0.67697,0.33918,1.68056,1.2176,1.51833,0.004406,0.004406,0.004406
26,300.697,1.13633,0.83463,1.16995,0.79648,0.69903,0.70617,0.3495,1.74826,1.20305,1.57521,0.00438125,0.00438125,0.00438125
27,311.725,1.14078,0.80213,1.17708,0.82714,0.66019,0.6842,0.35179,1.68109,1.15418,1.5471,0.0043565,0.0043565,0.0043565
28,323.316,1.15877,0.82219,1.19201,0.77686,0.66019,0.70016,0.32501,1.72472,1.27504,1.5816,0.00433175,0.00433175,0.00433175
29,334.599,1.13074,0.79654,1.16123,0.80385,0.6699,0.70233,0.36946,1.65653,1.20157,1.49245,0.004307,0.004307,0.004307
30,345.519,1.13485,0.84413,1.18044,0.77343,0.70874,0.716,0.34635,1.72147,1.17732,1.5649,0.00428225,0.00428225,0.00428225
31,357.029,1.1062,0.849,1.16685,0.85471,0.6699,0.70961,0.31536,1.82051,1.24066,1.64769,0.0042575,0.0042575,0.0042575
32,368.918,1.09678,0.80732,1.14118,0.85313,0.62035,0.71971,0.34613,1.75154,1.15578,1.6851,0.00423275,0.00423275,0.00423275
33,380.232,1.08482,0.78045,1.13893,0.77479,0.63464,0.6858,0.35054,1.74411,1.14937,1.53413,0.004208,0.004208,0.004208
34,392.144,1.10856,0.79839,1.15029,0.74436,0.64078,0.65768,0.35684,1.69843,1.19283,1.56312,0.00418325,0.00418325,0.00418325
35,403.664,1.09018,0.78519,1.13331,0.80632,0.66019,0.69381,0.3257,1.8625,1.11507,1.59471,0.0041585,0.0041585,0.0041585
36,415.858,1.05318,0.74619,1.10005,0.78661,0.72816,0.71934,0.33021,1.88009,1.14224,1.60426,0.00413375,0.00413375,0.00413375
37,427.209,1.11411,0.76552,1.13932,0.88847,0.6699,0.76082,0.38998,1.78647,1.12805,1.55455,0.004109,0.004109,0.004109
