epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2281.13,1.02609,0.76096,1.2614,0.92577,0.9276,0.96736,0.6984,1.00772,0.54577,1.22933,0.00864585,0.00864585,0.00864585
43,2335.32,1.01954,0.74018,1.25543,0.93243,0.90754,0.96003,0.69866,1.03787,0.54563,1.23547,0.00858237,0.00858237,0.00858237
44,2387.53,1.03629,0.75444,1.2647,0.92569,0.92644,0.96532,0.7079,1.01314,0.54067,1.21082,0.00851769,0.00851769,0.00851769
45,2439.61,1.04657,0.75552,1.27893,0.93657,0.92764,0.96788,0.71555,1.00685,0.50909,1.22046,0.00845182,0.00845182,0.00845182
46,2492.04,1.01502,0.73757,1.26322,0.9355,0.92563,0.96829,0.71378,1.00281,0.51322,1.21119,0.00838479,0.00838479,0.00838479
47,2546.16,1.02921,0.74075,1.26396,0.95168,0.91156,0.96718,0.70125,1.02564,0.51786,1.22121,0.00831663,0.00831663,0.00831663
48,2599.49,1.01481,0.72619,1.25689,0.91984,0.93421,0.96784,0.71384,0.99908,0.50824,1.19897,0.00824734,0.00824734,0.00824734
49,2651.63,0.99062,0.69189,1.22315,0.93144,0.92849,0.96694,0.71623,0.98555,0.50786,1.20558,0.00817697,0.00817697,0.00817697
50,2707.09,0.99593,0.71258,1.23356,0.95151,0.92683,0.97511,0.72378,0.98007,0.48725,1.19373,0.00810553,0.00810553,0.00810553
51,2761.81,1.00219,0.70709,1.24434,0.94953,0.92648,0.97176,0.71435,1.02076,0.49295,1.20789,0.00803304,0.00803304,0.00803304
52,2824.98,0.99043,0.71719,1.23778,0.93965,0.92321,0.96939,0.71433,0.99458,0.50394,1.19685,0.00795954,0.00795954,0.00795954
53,2879.41,0.96151,0.66857,1.21981,0.92057,0.9319,0.97116,0.72356,0.99758,0.5006,1.20573,0.00788504,0.00788504,0.00788504
54,2931.33,0.99133,0.68992,1.23151,0.9497,0.92462,0.97298,0.72946,0.97771,0.49387,1.20088,0.00780957,0.00780957,0.00780957
55,2983.88,0.9728,0.67339,1.22068,0.94448,0.94039,0.97395,0.7282,0.96553,0.46122,1.18673,0.00773316,0.00773316,0.00773316
56,3035.85,0.97645,0.68225,1.21616,0.94912,0.93739,0.97327,0.7172,0.99474,0.4703,1.21441,0.00765584,0.00765584,0.00765584
57,3089.24,0.96608,0.6653,1.22071,0.9524,0.93166,0.97097,0.71741,0.98807,0.47817,1.20735,0.00757762,0.00757762,0.00757762
58,3143.56,0.96487,0.6672,1.21725,0.9451,0.93166,0.97341,0.72674,0.97139,0.48492,1.18583,0.00749855,0.00749855,0.00749855
59,3195.58,0.97338,0.66281,1.2203,0.94458,0.93467,0.97092,0.72811,0.9666,0.4754,1.19729,0.00741863,0.00741863,0.00741863
60,3248.08,0.94751,0.65122,1.2134,0.95815,0.94341,0.97464,0.7293,0.96834,0.47385,1.1955,0.00733791,0.00733791,0.00733791
61,3300.39,0.96194,0.66771,1.22255,0.93931,0.93568,0.97211,0.72749,0.96777,0.48203,1.19658,0.0072564,0.0072564,0.0072564
62,3353.61,0.95768,0.67536,1.22062,0.95985,0.92965,0.97257,0.73019,0.98718,0.47496,1.20089,0.00717415,0.00717415,0.00717415
63,3407.89,0.94308,0.65276,1.20163,0.95458,0.92939,0.9712,0.72461,0.98213,0.46326,1.18744,0.00709116,0.00709116,0.00709116
64,3459.87,0.95652,0.64535,1.20559,0.9399,0.93367,0.97078,0.72503,0.99443,0.46644,1.19535,0.00700748,0.00700748,0.00700748
65,3511.77,0.93985,0.64429,1.19248,0.94084,0.92697,0.97312,0.73376,0.9589,0.45922,1.18099,0.00692313,0.00692313,0.00692313
66,3563.97,0.92952,0.63514,1.19016,0.96051,0.92898,0.97251,0.73066,0.97099,0.45916,1.18061,0.00683815,0.00683815,0.00683815
67,3617.17,0.92673,0.62163,1.18108,0.9599,0.93166,0.97263,0.72951,0.96221,0.45721,1.1753,0.00675255,0.00675255,0.00675255
68,3671.11,0.94514,0.63541,1.20631,0.96256,0.91558,0.971,0.72639,0.96862,0.46525,1.18485,0.00666637,0.00666637,0.00666637
69,3723.62,0.9365,0.63804,1.19258,0.94428,0.93675,0.97379,0.73988,0.95523,0.44681,1.17343,0.00657963,0.00657963,0.00657963
70,3775.69,0.91616,0.62875,1.18801,0.95607,0.94051,0.97705,0.73762,0.94125,0.43679,1.16429,0.00649238,0.00649238,0.00649238
71,3827.98,0.92379,0.6128,1.18031,0.94208,0.94673,0.97317,0.74006,0.94193,0.44208,1.17821,0.00640463,0.00640463,0.00640463
72,3880.71,0.91034,0.60073,1.18053,0.94771,0.92899,0.97119,0.73783,0.9467,0.43933,1.17352,0.00631642,0.00631642,0.00631642
73,3934.92,0.8906,0.58932,1.16816,0.95651,0.92828,0.97297,0.73914,0.95304,0.43391,1.17994,0.00622778,0.00622778,0.00622778
74,3987.34,0.90429,0.60567,1.17143,0.9317,0.94271,0.97441,0.73782,0.94099,0.43094,1.17338,0.00613873,0.00613873,0.00613873
75,4039.67,0.91254,0.592,1.17275,0.95341,0.92543,0.97118,0.73628,0.96072,0.44054,1.18334,0.00604932,0.00604932,0.00604932
76,4092.02,0.89344,0.58755,1.1572,0.94949,0.94466,0.97362,0.73797,0.95923,0.44419,1.17804,0.00595956,0.00595956,0.00595956
77,4144.86,0.89032,0.5972,1.16414,0.95382,0.93403,0.97277,0.73242,0.96558,0.43094,1.18344,0.00586949,0.00586949,0.00586949
78,4198.82,0.8742,0.57876,1.1524,0.95258,0.93668,0.97505,0.74473,0.9398,0.43158,1.16348,0.00577914,0.00577914,0.00577914
79,4251.27,0.88527,0.57849,1.16399,0.93745,0.94888,0.97679,0.74669,0.93691,0.43129,1.16292,0.00568855,0.00568855,0.00568855
80,4303.42,0.8679,0.5809,1.14827,0.94903,0.94171,0.97597,0.7406,0.94143,0.4347,1.16935,0.00559773,0.00559773,0.00559773
81,4355.92,0.8548,0.55014,1.13699,0.96085,0.92864,0.97607,0.74336,0.94579,0.42451,1.167,0.00550673,0.00550673,0.00550673
82,4408.83,0.87974,0.56953,1.15786,0.94843,0.94257,0.97356,0.74341,0.93423,0.43099,1.16609,0.00541557,0.00541557,0.00541557
83,4462.72,0.86369,0.56362,1.14307,0.9604,0.93166,0.97373,0.74624,0.92405,0.43253,1.15744,0.00532429,0.00532429,0.00532429
84,4515.67,0.85871,0.55983,1.14361,0.95268,0.94372,0.97854,0.7463,0.93886,0.42793,1.16675,0.00523291,0.00523291,0.00523291
85,4567.84,0.85752,0.55636,1.14508,0.95944,0.94171,0.98048,0.74079,0.95281,0.41724,1.16868,0.00514147,0.00514147,0.00514147
86,4620.15,0.86664,0.56976,1.15319,0.94449,0.93769,0.97588,0.73698,0.9462,0.43414,1.17404,0.00505,0.00505,0.00505
87,4673.16,0.87246,0.56225,1.15699,0.94764,0.94579,0.975,0.7424,0.92855,0.4322,1.16356,0.00495853,0.00495853,0.00495853
88,4727.21,0.85306,0.549,1.13341,0.95117,0.94673,0.97664,0.75336,0.92479,0.42869,1.16883,0.00486709,0.00486709,0.00486709
89,4780,0.84514,0.55776,1.1443,0.96572,0.93568,0.97786,0.74908,0.93981,0.43433,1.1708,0.00477571,0.00477571,0.00477571
90,4832.39,0.83377,0.53351,1.11931,0.95173,0.94874,0.97827,0.74811,0.93276,0.42207,1.16753,0.00468443,0.00468443,0.00468443
91,4884.66,0.83864,0.53054,1.12093,0.96298,0.94117,0.97936,0.75275,0.92822,0.40782,1.16012,0.00459327,0.00459327,0.00459327
92,4936.9,0.8487,0.53773,1.131,0.96094,0.93945,0.9768,0.7483,0.92873,0.41458,1.16133,0.00450227,0.00450227,0.00450227
93,4990.99,0.82184,0.52448,1.11566,0.95432,0.94476,0.97633,0.74843,0.93654,0.41484,1.17006,0.00441145,0.00441145,0.00441145
94,5044.02,0.83676,0.53111,1.13523,0.93877,0.95539,0.97875,0.7531,0.93007,0.42197,1.16669,0.00432086,0.00432086,0.00432086
95,5096.33,0.82215,0.51937,1.10997,0.943,0.94975,0.97532,0.75474,0.93341,0.42384,1.16875,0.00423051,0.00423051,0.00423051
96,5148.62,0.81718,0.52422,1.10622,0.95755,0.94271,0.9781,0.75161,0.92232,0.41084,1.16465,0.00414044,0.00414044,0.00414044
97,5200.78,0.82547,0.52572,1.12218,0.95713,0.94573,0.97623,0.75027,0.92091,0.41296,1.16564,0.00405068,0.00405068,0.00405068
98,5254.73,0.81684,0.52533,1.12627,0.95593,0.94573,0.97669,0.75161,0.92333,0.41355,1.17067,0.00396127,0.00396127,0.00396127
99,5307.9,0.8204,0.51827,1.12833,0.95741,0.94573,0.97702,0.75535,0.91855,0.41773,1.16415,0.00387222,0.00387222,0.00387222
100,5359.95,0.81968,0.52247,1.11784,0.95673,0.94171,0.97691,0.75736,0.90777,0.40638,1.16174,0.00378358,0.00378358,0.00378358
